episode,reward,time_seconds,steps
812,251.0544,0.1465,329
813,131.0894,0.1468,1000
814,236.7294,0.1471,330
815,103.5484,0.1471,1000
816,21.1603,0.1471,289
817,237.5137,0.1474,331
818,241.9829,0.1474,313
819,246.2076,0.1474,420
820,214.2335,0.1479,605
821,256.5851,0.1480,311
822,232.3617,0.1480,355
823,243.2164,0.1481,373
824,239.1513,0.1482,347
825,244.5403,0.1483,310
826,228.0597,0.1485,336
827,271.0330,0.1487,284
828,225.4000,0.1488,342
829,245.7691,0.1494,342
830,251.7728,0.1495,333
831,144.3570,0.1496,1000
832,210.7022,0.1502,363
833,98.8111,0.1503,1000
834,208.3135,0.1504,419
835,138.5149,0.1511,1000
836,150.3831,0.1515,733
837,6.7960,0.1516,369
838,116.9830,0.1517,1000
839,142.6581,0.1520,1000
840,254.5223,0.1521,322
841,181.0527,0.1522,375
842,218.1604,0.1523,321
843,208.5436,0.1524,513
844,264.8612,0.1525,322
845,287.8916,0.1527,280
846,-35.6111,0.1528,287
847,-15.5721,0.1530,294
848,261.9126,0.1530,370
849,223.8731,0.1531,408
850,254.7110,0.1536,359
851,260.8527,0.1536,604
852,250.4600,0.1536,357
853,238.1764,0.1537,442
854,229.7961,0.1541,351
855,250.3181,0.1541,325
856,249.4926,0.1541,387
857,238.2021,0.1541,332
858,-21.9826,0.1544,301
859,227.4662,0.1544,330
860,258.0433,0.1544,327
861,230.3057,0.1544,318
862,-13.0822,0.1548,290
863,260.2210,0.1549,345
864,232.2804,0.1550,450
865,233.6337,0.1551,340
866,239.6301,0.1554,715
867,211.9742,0.1556,338
868,267.2815,0.1558,356
869,250.2662,0.1559,323
870,233.4788,0.1563,362
871,228.8047,0.1565,326
872,237.8591,0.1565,309
873,143.9258,0.1565,1000
874,228.7533,0.1567,326
875,222.4637,0.1568,332
876,231.3283,0.1570,330
877,232.9582,0.1570,323
878,235.6340,0.1571,317
879,247.5480,0.1573,330
880,258.9917,0.1573,366
881,25.4643,0.1574,285
882,231.6527,0.1579,353
883,272.0900,0.1579,394
884,200.0930,0.1580,345
885,161.0364,0.1583,1000
886,220.7912,0.1586,348
887,251.5921,0.1586,347
888,266.3614,0.1590,321
889,246.5352,0.1591,317
890,161.0685,0.1597,1000
891,-31.2163,0.1597,319
892,237.8930,0.1598,371
893,131.7668,0.1600,1000
894,243.0989,0.1601,337
895,239.6704,0.1603,339
896,27.4145,0.1603,274
897,246.8415,0.1606,321
898,217.4455,0.1606,352
899,242.5706,0.1607,357
900,244.9863,0.1613,390
901,241.9203,0.1613,373
902,205.1185,0.1613,330
903,105.0707,0.1616,1000
904,251.5160,0.1617,322
905,246.2882,0.1620,373
906,223.9920,0.1622,366
907,212.2706,0.1623,349
908,253.0342,0.1624,368
909,236.9494,0.1628,367
910,260.3393,0.1628,351
911,140.2619,0.1629,1000
912,267.5129,0.1630,388
913,256.1282,0.1631,335
914,217.0959,0.1635,439
915,251.6149,0.1637,304
916,244.2807,0.1637,479
917,261.4340,0.1643,371
918,256.3317,0.1643,367
919,129.7651,0.1644,1000
920,268.2828,0.1648,370
921,274.4684,0.1650,380
922,235.1153,0.1651,384
923,124.8650,0.1651,1000
924,245.0372,0.1653,342
925,25.8707,0.1653,288
926,260.9202,0.1653,404
927,240.9837,0.1654,389
928,259.2076,0.1658,335
929,247.5865,0.1658,345
930,245.3942,0.1659,353
931,248.1387,0.1659,407
932,225.0177,0.1661,330
933,222.4542,0.1663,335
934,233.5073,0.1664,324
935,239.5245,0.1666,444
936,-4.8488,0.1667,316
937,268.1666,0.1667,338
938,262.1478,0.1668,316
939,240.1583,0.1671,332
940,239.4096,0.1672,363
941,249.5674,0.1673,333
942,261.1312,0.1673,328
943,26.0730,0.1674,323
944,227.2584,0.1678,359
945,240.4061,0.1678,352
946,236.8704,0.1680,338
947,26.3871,0.1681,278
948,246.4133,0.1682,378
949,-41.4933,0.1683,296
950,-96.1099,0.1688,419
951,134.1409,0.1688,1000
952,219.1364,0.1689,395
953,243.9582,0.1690,430
954,251.3587,0.1694,350
955,255.7590,0.1694,363
956,246.2242,0.1695,362
957,272.3480,0.1696,363
958,245.7559,0.1698,366
959,254.5186,0.1698,365
960,229.4470,0.1698,331
961,-46.3571,0.1701,300
